,Unnamed: 0_x,Symbol,PE,EPSGrowth,RevenueGrowth,logMarketCap,PS,Sector,Sharpe,std,LiquidityRate,CorWithBenchMark,Unnamed: 0_y,min_1,max_1,var_1,max_1_peroids,buyHold_1,maxDrawBack,MomentumEffect,preYearMomentum,Year
0,0,A,28.44725661136933,0.196969696969697,0.0642551166111375,10,4.684263398991466,Healthcare,2.6754401046418748,0.1646550851716126,0.5207623977138043,0.4370419733503962,0,-0.3362119183774715,-0.0450400854419787,6.318015409793986,"(11, 140)",-1.6019013058237608,13.80861733894528,-1,0,2018
1,0,AAL,10.679592210419322,-0.1403508771929824,0.0504479840716774,10,0.7930004475002616,Industrials,0.4316990029891494,0.2866768064033853,0.8254484399587362,0.4397975288535038,0,-0.2860462402817438,0.0987999209213943,9.119529657466368,"(5, 50)",-38.67762463263584,11.76127935240558,-1,-1,2018
2,0,AAP,18.75464712376931,-0.2464985994397757,-0.0202656255503555,9,0.7196926212947713,Consumer Cyclical,-1.0269585899715978,0.4047394465925219,2.829871138616193,0.1388104296277245,0,-0.0429574133857688,0.4209850478235999,11.629514338613973,"(3, 80)",54.65807798995324,8.799882092190826,1,0,2018
3,0,AAPL,17.488181260237344,0.1652694610778444,0.0630451819939806,11,3.2111313012186984,Technology,2.5911268424430385,0.1763692928240607,0.5547681489659694,0.4054855460585216,0,0.0228479610918823,0.2974094619196554,5.858871158822012,"(3, 60)",-6.8347464930163415,8.690860016298167,1,-1,2018
4,0,ABB,26.165049284407235,0.1195652173913044,0.0143076741161168,10,1.5765125487527591,Industrials,1.7930621442006092,0.1451920067010293,0.0847719985695218,0.4659061876374852,0,-0.0911686660917021,0.0966233659613793,3.0665434989352813,"(1, 180)",-29.536180951681303,2.5526207024049814,0,1,2018
5,0,ABBV,17.377459640366446,0.1597510373443982,0.100553865356112,11,6.055178704024323,Healthcare,3.094374339336815,0.1776098624414056,0.2615506001360144,0.2490146765210013,0,-0.2943546815532802,0.0130285869032338,7.651803150662288,"(9, 90)",-5.703109893284298,8.639181387086984,-1,1,2018
6,0,ABC,15.156250250966924,0.0647985989492119,0.042861106287963,10,0.1252076131255272,Healthcare,0.4422448252081243,0.2520949824414402,0.7933507456079916,0.1903291881715609,0,-0.2765815328914658,0.0827238254437616,7.007828076447416,"(7, 160)",-19.598486043341424,6.8265770486998,-1,-1,2018
7,0,ABEV,28.534031247177257,-0.010789814415192,0.050370597780799,11,2.123155537260923,Consumer Defensive,1.1041331336528772,0.2483049296567432,0.1198457714425428,0.2079637971455649,0,0.0,0.2466055158247964,7.24574572948917,"(11, 70)",-40.825689478099534,5.047382229817477,1,0,2018
8,0,ABMD,94.45225669385104,0.8614953271028036,0.351277375031483,9,19.7590056384687,Healthcare,2.7633370157550177,0.2417158486115342,0.547943036970217,0.287148480264457,0,-0.4331643481764722,0.1980375184682197,15.188140252619831,"(11, 110)",70.2546002656439,23.02408050206825,0,1,2018
9,0,ABT,23.280000305175783,0.1363636363636362,0.3134800748093799,11,3.853537838042892,Healthcare,3.329609688234592,0.1385927273885406,0.2991594856932753,0.3494382935201443,0,-0.2524569881418625,0.1336254351425769,5.9335612425721225,"(15, 80)",22.97250645467088,9.05472574469965,-1,1,2018
10,0,ACAD,-12.931914633892951,0.0042735042735041,6.206797068836189,9,39.71510130021543,Healthcare,0.1074365485588644,0.4335237862615361,1.0777017549548005,0.232667626957374,0,-0.300362023438987,0.055281326083693,6.750417041405083,"(17, 70)",-48.3382687575409,13.075855349452128,-1,0,2018
11,0,ACC,17.805195267582352,0.0221238938053096,0.0128261701686629,9,7.133801237161849,Real Estate,-0.9576923290354464,0.1662551933619871,0.5643121054318371,0.0911880098017461,0,-0.1473862257063474,0.0136834569299539,3.616357956318538,"(7, 80)",0.0243090719026284,6.533109450656037,0,-1,2018
12,0,ACGL,28.6823902490004,-0.3041880005251411,0.2061164059291979,10,2.2436103879573506,Financial Services,0.402510479171131,0.1411562575741564,0.3623710353930798,0.2753673723494812,0,-0.0972063693691314,0.1075211057293668,3.4124478120635025,"(19, 60)",-13.200309935262023,4.168784676544112,0,0,2018
13,0,ACH,1659.2920353982302,1.173076923076923,0.2499920348740217,10,0.1054625157232477,Basic Materials,1.6435973127144052,0.4476286478798789,0.0062969949118251,0.3120992682130009,0,-0.0418879974365236,0.100202702840169,2.7867056070922085,"(13, 60)",-57.54666646321615,8.671571129613378,0,0,2018
14,0,ACM,12.53020139348587,0.0419580419580418,0.0455220818083002,9,0.2988984925062427,Industrials,0.0153710344872755,0.2637490207559254,0.6262297913746416,0.4630570652493737,0,-0.1638085645163484,0.0934709883283952,4.781257505159779,"(11, 70)",-29.64649075947312,9.086378025748164,-1,0,2018
15,0,ACN,25.081699346405227,0.0851063829787234,0.0396342731196789,11,2.813627238470463,Technology,2.3704389699583626,0.132687901432333,0.2667371742659489,0.4126870108655177,0,-0.1127933862543264,0.0907583568461165,4.361026551761093,"(9, 80)",-8.534205930629069,8.545371558741948,0,1,2018
16,0,ADBE,40.70601993136936,0.4304635761589405,0.2471760700870964,10,12.148092649326406,Technology,3.2251322277165664,0.2150198149617986,0.4038200654511008,0.2794185356485142,0,-0.1769007226860738,0.133806000881947,5.740134989945579,"(7, 140)",28.26840473682777,9.810101934913476,-1,1,2018
17,0,ADI,19.06837561191657,0.5244299674267099,0.5333898987230115,10,9.69631195324125,Technology,1.1234608183238588,0.2027935352304512,0.4736933649753422,0.3405695691394907,0,-0.3465015694376224,0.0758829942894956,8.485380763717771,"(3, 120)",-3.529809055674316,8.742914346556423,-1,-1,2018
